Source	Target	IntType	TrueNNVeri	Weight
miR-92a	KRBOX4	Activate	0	0.113867
miR-92a	KRTAP9-4	Activate	0	0.156213
miR-92a	LCE2D	Activate	0	0.018747
miR-92a	LDHAL6A	Activate	0	0.001686
miR-92a	LEKR1	Activate	0	0.057349
miR-92a	LEPROTL1	Activate	0	0.026847
miR-92a	LGALS7	Activate	0	0.198512
miR-92a	LINC00493	Activate	0	0.019705
miR-92a	LINGO1	Activate	0	0.174019
miR-92a	LNP1	Activate	0	0.280922
miR-92a	LOC100128075	Activate	0	0.088805
miR-92a	LOC100129275	Activate	0	0.430124
miR-92a	LOC100130451	Activate	0	0.258955
miR-92a	LOC100288842	Activate	0	0.208114
miR-92a	LOC100505549	Activate	0	0.053634
miR-92a	LOC650293	Activate	0	0.541452
miR-92a	LOC728392	Activate	0	0.425605
miR-92a	LOC728554	Activate	0	0.017387
miR-92a	LRRCC1	Activate	0	0.252914
miR-92a	LRRK2	Activate	0	0.249513
miR-92a	LSG1	Activate	0	0.014511
miR-92a	MAB21L1	Activate	0	0.359672
miR-92a	MACF1	Activate	1	0.977617
miR-92a	MAD1L1	Activate	0	0.037699
miR-92a	MAP1B	Activate	1	0.723890
miR-92a	MAPRE2	Activate	0	0.642361
miR-92a	MCEMP1	Activate	0	0.332373
miR-92a	MDGA1	Activate	0	0.524811
miR-92a	MGAT4C	Activate	0	0.135743
miR-92a	MGC24103	Activate	0	0.046636
miR-92a	MITF	Activate	0	0.129209
miR-92a	MKL2	Activate	0	0.144491
miR-92a	MOBP	Activate	0	0.149015
miR-92a	MORF4L1	Activate	0	0.373623
miR-92a	MPRIP	Activate	0	0.083940
miR-92a	MUC20	Activate	0	0.008801
miR-92a	MUC6	Activate	0	0.175377
miR-92a	MYF5	Activate	0	0.021656
miR-92a	NBEAL1	Activate	0	0.192455
miR-92a	NCKAP5	Activate	0	0.171383
miR-92a	NES	Activate	0	0.084966
miR-92a	NLRP11	Activate	0	0.187541
miR-92a	NOTCH1	Activate	1	28.086967
miR-92a	NPTN	Activate	1	0.107395
miR-92a	NPW	Activate	0	0.203859
miR-92a	NUPL2	Inhabit	0	-1.265248
miR-92a	NXF1	Activate	0	0.236375
miR-92a	OGFRL1	Activate	0	0.089154
miR-92a	OR10H5	Activate	0	0.077193
miR-92a	OR2AT4	Activate	0	0.126584
miR-92a	OR51A2	Activate	0	0.299483
miR-92a	OR51G2	Activate	0	0.233395
miR-92a	OR51I1	Activate	0	0.329171
miR-92a	OR52K2	Activate	0	0.544023
miR-92a	OSBP2	Activate	0	0.253884
miR-92a	OSBPL5	Activate	1	0.867106
miR-92a	OSGIN2	Activate	1	0.721322
miR-92a	P2RX2	Activate	0	0.351832
miR-92a	PAK1	Activate	0	0.303475
miR-92a	PANX1	Activate	0	0.158658
miR-92a	PAPD5	Activate	1	0.029134
miR-92a	PAPL	Activate	0	0.000042
miR-92a	PARD3B	Activate	0	0.361553
miR-92a	PBX3	Activate	0	0.370781
miR-92a	PCOLCE2	Activate	0	0.154550
miR-92a	PCSK6	Activate	1	0.486403
miR-92a	PDE2A	Activate	0	0.212246
miR-92a	PDIA2	Activate	0	0.065644
miR-92a	PDIA3	Inhabit	0	-11.333758
miR-92a	PDPN	Activate	0	0.036208
miR-92a	PDS5A	Activate	1	0.174792
miR-92a	PIRT	Activate	0	0.093643
miR-92a	PKD1L1	Activate	0	0.019929
miR-92a	PKD2	Activate	0	0.175196
miR-92a	PLCB2	Activate	0	0.239085
miR-92a	PLEKHG4B	Activate	0	0.274529
miR-92a	PLEKHH1	Activate	0	0.405217
miR-92a	PLG	Activate	0	0.408806
miR-92a	PMEPA1	Activate	1	0.181848
miR-92a	POU5F1	Activate	0	0.209128
miR-92a	PPP1R21	Activate	0	0.170921
miR-92a	PRKAR2B	Activate	1	1.120894
miR-92a	PRMT2	Activate	0	0.319247
miR-92a	PTGFRN	Activate	1	1.146503
miR-92a	R3HDML	Activate	0	0.460556
miR-92a	RAB23	Activate	1	1.026392
miR-92a	RAB33A	Activate	0	0.230874
miR-92a	RABGAP1L	Inhabit	0	-3.006606
miR-92a	RAD54L2	Activate	0	0.054022
miR-92a	RALGPS2	Activate	0	0.052329
miR-92a	RARB	Activate	0	0.088522
miR-92a	RASAL2	Activate	1	1.065340
miR-92a	REC8	Activate	0	0.191487
miR-92a	RECQL5	Activate	0	0.099307
miR-92a	RGS11	Activate	0	0.230301
miR-92a	RGS14	Activate	0	0.273634
miR-92a	RGS4	Activate	0	0.434105
miR-92a	RNF103	Activate	0	0.120605
miR-92a	RNF157	Activate	0	0.428430
miR-92a	RNF165	Activate	0	0.477793
miR-92a	RNF212	Activate	0	0.001508
miR-92a	RNF34	Activate	0	0.170274
miR-92a	ROCK2	Activate	0	0.143062
miR-92a	RQCD1	Activate	0	0.231563
miR-92a	S100B	Activate	0	0.083968
miR-92a	S1PR3	Activate	0	0.190621
miR-92a	SACS	Activate	0	0.162967
miR-92a	SAG	Activate	0	0.305268
miR-92a	SAMD12-AS1	Activate	0	0.016969
miR-92a	SAP25	Activate	0	0.332114
miR-92a	SCARA5	Activate	0	0.049340
miR-92a	SCUBE2	Activate	0	0.308389
miR-92a	SCUBE3	Activate	1	1.103640
miR-92a	SERP2	Activate	0	0.054911
miR-92a	SF3B3	Activate	1	0.219753
miR-92a	SFTPA1	Activate	0	0.282408
miR-92a	SHROOM1	Activate	0	0.265815
miR-92a	SIPA1L3	Activate	0	0.086715
miR-92a	SKIL	Activate	0	0.260120
miR-92a	SLAIN1	Activate	1	0.016469
miR-92a	SLC18A3	Activate	0	0.002147
miR-92a	SLC1A3	Activate	0	0.547105
miR-92a	SLC22A1	Activate	0	0.339206
miR-92a	SLC22A18	Activate	0	0.001887
miR-92a	SLC25A16	Activate	0	0.052637
miR-92a	SLC25A53	Activate	0	0.280240
miR-92a	SLC2A9	Activate	0	0.103546
miR-92a	SLC32A1	Activate	1	0.420201
miR-92a	SLC5A7	Activate	1	0.128493
miR-92a	SLC7A7	Activate	0	0.106575
miR-92a	SLC8B1	Activate	0	0.258689
miR-92a	SLC9A4	Activate	0	0.017139
miR-92a	SNTB1	Activate	0	0.259038
miR-92a	SNX29	Activate	0	0.336328
miR-92a	SORBS2	Activate	0	0.796009
miR-92a	SOS1	Activate	0	0.205874
miR-92a	SOX13	Activate	0	0.358855
miR-92a	SOX5	Activate	0	0.275214
miR-92a	SPOP	Activate	0	0.083850
miR-92a	SPRR2D	Activate	0	0.296897
miR-92a	SPTBN1	Activate	0	0.000969
miR-92a	SPTY2D1	Activate	0	0.051077
miR-92a	SSUH2	Activate	0	0.229028
miR-92a	STAU2	Activate	0	0.360972
miR-92a	STC2	Activate	0	0.071455
miR-92a	STK36	Activate	0	0.127257
miR-92a	STXBP5	Activate	0	0.021316
miR-92a	SUSD5	Activate	0	0.224128
miR-92a	SVIL	Activate	0	0.146652
miR-92a	SYNGR1	Activate	0	0.062097
miR-92a	TAB3	Activate	0	0.330236
miR-92a	TAF5L	Activate	0	0.340790
miR-92a	TAS2R19	Activate	0	0.069500
miR-92a	TBK1	Activate	0	0.016999
miR-92a	TBRG1	Activate	0	0.021513
miR-92a	TCEANC	Activate	0	0.272231
miR-92a	TCF7	Activate	0	0.002343
miR-92a	TCOF1	Activate	1	1.069911
miR-92a	TENM3	Activate	0	0.190327
miR-92a	TEX101	Activate	0	0.038146
miR-92a	TGFB3	Activate	0	0.095415
miR-92a	TIAM1	Activate	0	0.070242
miR-92a	TIAM2	Activate	0	0.237006
miR-92a	TMBIM6	Activate	0	0.093663
miR-92a	TMEM106B	Activate	0	0.018321
miR-92a	TMEM14E	Activate	0	0.122316
miR-92a	TMEM229B	Activate	0	0.000150
miR-92a	TMOD2	Activate	0	0.017105
miR-92a	TMPRSS4	Activate	0	0.113837
miR-92a	TNFRSF19	Activate	0	0.357436
miR-92a	TNRC6A	Activate	0	0.275621
miR-92a	TRAF5	Activate	0	0.101684
miR-92a	TRIM50	Activate	0	0.096634
miR-92a	TRPC6	Activate	0	0.254570
miR-92a	TRPV3	Activate	0	0.386951
miR-92a	TSPAN11	Activate	0	0.495444
miR-92a	TTC9	Activate	0	0.083169
miR-92a	TTLL7	Activate	1	0.033220
miR-92a	TUBB2A	Activate	0	0.605863
miR-92a	TYW1	Activate	0	0.278396
miR-92a	UCHL1	Activate	1	0.074907
miR-92a	UNC13D	Activate	0	0.004517
miR-92a	UNC80	Activate	0	0.094202
miR-92a	USB1	Activate	0	0.157630
miR-92a	VCP	Activate	0	0.100788
miR-92a	VIPR1	Activate	0	0.601305
miR-92a	WBP11	Activate	0	0.352769
miR-92a	WDR78	Activate	0	0.078850
miR-92a	WDR86	Activate	0	0.113778
miR-92a	XKR4	Activate	0	0.351171
miR-92a	ZC2HC1B	Activate	0	0.404744
miR-92a	ZCCHC14	Activate	0	0.424984
miR-92a	ZDBF2	Activate	0	0.212935
miR-92a	ZKSCAN2	Activate	0	0.325168
miR-92a	ZNF182	Activate	0	0.154326
miR-92a	ZNF226	Activate	0	0.076737
miR-92a	ZNF248	Activate	0	0.222412
miR-92a	ZNF34	Activate	0	0.247209
miR-92a	ZNF519	Activate	0	0.182811
miR-92a	ZNF521	Activate	0	0.315049
miR-21	ABCA9	Activate	0	0.002063
miR-21	ABI3BP	Activate	0	0.063283
miR-21	ACER3	Activate	0	0.642800
miR-21	ACTG2	Activate	0	0.935005
miR-21	ADAMTSL3	Activate	0	0.020457
miR-21	ADARB2	Activate	0	0.188641
miR-21	ADCY1	Activate	0	0.068956
miR-21	ADRBK2	Activate	0	0.263781
miR-21	AHI1	Activate	0	0.481330
miR-21	AHSP	Activate	0	0.355810
miR-21	AIF1L	Activate	0	0.185529
miR-21	ALDH1A1	Activate	1	1.134344
miR-21	ALDH1A3	Activate	0	0.264906
miR-21	AMMECR1	Activate	0	0.052038
miR-21	AMOT	Activate	0	0.309517
miR-21	AMPD2	Activate	0	0.474908
miR-21	ANKRD28	Activate	1	0.382726
miR-21	ANO10	Activate	0	0.398227
miR-21	ANTXR2	Activate	0	0.000052
miR-21	APPL2	Activate	0	0.106794
miR-21	ARHGAP17	Activate	0	0.310612
miR-21	ARHGAP22	Activate	0	0.229224
miR-21	ARHGDIG	Activate	0	0.148523
miR-21	ARID1B	Activate	0	0.121889
miR-21	ASIC1	Activate	0	0.243319
miR-21	ATAD2	Activate	0	0.053983
miR-21	ATG10	Activate	0	0.501278
miR-21	ATG16L1	Inhabit	0	-0.158630
miR-21	ATP10B	Activate	0	0.000011
miR-21	ATP1A1	Activate	0	0.010649
miR-21	B4GALNT3	Activate	0	0.482794
miR-21	BAMBI	Activate	0	0.000243
miR-21	BBS2	Activate	0	0.110091
miR-21	BMP4	Activate	0	0.500749
miR-21	BNIP3L	Inhabit	0	-6.799204
miR-21	BOC	Activate	1	0.617798
miR-21	BRD7	Activate	0	0.335563
miR-21	BRWD1	Activate	0	0.362605
miR-21	BSDC1	Activate	0	0.133045
miR-21	C10ORF54	Activate	0	0.705851
miR-21	C12ORF40	Activate	0	0.000282
miR-21	C16ORF71	Activate	0	0.423660
miR-21	C1S	Activate	0	1.058653
miR-21	C2ORF43	Activate	1	0.628718
miR-21	C3ORF52	Activate	0	0.093120
miR-21	CA13	Activate	0	0.328866
miR-21	CA4	Activate	0	0.723187
miR-21	CAB39	Activate	0	0.004348
miR-21	CACNA1B	Activate	0	0.468240
miR-21	CACNB2	Activate	0	0.133277
miR-21	CAPN10	Activate	0	0.373507
miR-21	CAPZA1	Activate	0	0.944261
miR-21	CARD10	Activate	0	0.911844
miR-21	CCDC108	Activate	0	0.618764
miR-21	CCDC125	Activate	0	0.993842
miR-21	CCDC150	Activate	0	0.035486
miR-21	CCDC6	Activate	0	0.101150
miR-21	CCNL1	Activate	0	0.876096
miR-21	CD200	Activate	0	0.213163
miR-21	CD84	Activate	0	0.373495
miR-21	CEACAM5	Activate	0	0.001865
miR-21	CELF6	Activate	0	0.974868
miR-21	CERCAM	Activate	0	1.025552
miR-21	CES1	Activate	0	0.057558
miR-21	CES3	Activate	0	0.321506
miR-21	CHRFAM7A	Activate	0	0.051882
miR-21	CLDN4	Activate	0	0.452442
miR-21	CLEC4G	Activate	0	0.174459
miR-21	CLTC	Activate	0	0.065343
miR-21	CNN3	Activate	0	0.278624
miR-21	CNST	Activate	0	0.101305
miR-21	COL16A1	Activate	0	0.158969
miR-21	COL4A3	Activate	0	0.339185
miR-21	COL6A3	Activate	0	0.382321
miR-21	COL9A1	Activate	0	0.244925
miR-21	CPT1C	Activate	0	0.241955
miR-21	CREG2	Activate	0	0.074120
miR-21	CRIPAK	Activate	0	0.283964
miR-21	CRISPLD2	Activate	0	0.837937
miR-21	CRYGN	Activate	0	0.052215
miR-21	CTH	Activate	0	0.017029
miR-21	CTPS2	Activate	0	0.529761
miR-21	CXCL16	Activate	0	0.402762
miR-21	CXORF23	Activate	0	0.305787
miR-21	CXORF38	Activate	0	0.402831
miR-21	CYB561	Activate	0	0.180759
miR-21	CYFIP2	Activate	0	0.631668
miR-21	CYGB	Inhabit	0	-6.771449
miR-21	CYP1A2	Activate	0	0.272308
miR-21	CYP27A1	Activate	0	0.211146
miR-21	CYP2B6	Activate	0	1.013114
miR-21	CYP7B1	Activate	0	0.866882
miR-21	DAAM2	Activate	0	1.010892
miR-21	DCLK1	Activate	0	0.600979
miR-21	DCTN5	Activate	0	0.027927
miR-21	DDB1	Activate	0	0.180806
miR-21	DDR1	Activate	0	0.387052
miR-21	DICER1	Activate	0	0.081267
miR-21	DIS3L2	Activate	0	0.219014
miR-21	DNAH12	Activate	0	0.044970
miR-21	DPF1	Activate	0	0.705612
miR-21	DPY19L1	Activate	0	0.020085
miR-21	DST	Activate	0	0.349219
miR-21	DUOX1	Activate	0	0.002659
miR-21	DUS3L	Activate	0	0.268956
miR-21	DYNLT1	Activate	0	0.386252
miR-21	ECM2	Activate	0	0.015620
miR-21	EDIL3	Activate	1	1.081814
miR-21	EFHD1	Activate	0	0.817118
miR-21	EIF4G3	Activate	0	0.768180
miR-21	ENPP5	Activate	0	0.614417
miR-21	EPHA7	Activate	0	0.101009
miR-21	EPS15	Activate	0	0.048321
miR-21	EWSR1	Activate	0	0.394401
miR-21	EXD3	Activate	0	0.252564
miR-21	F2RL2	Activate	0	0.121727
miR-21	FAM117B	Activate	0	0.426549
miR-21	FAM120C	Activate	0	0.358465
miR-21	FAM122B	Activate	0	0.419181
miR-21	FAM149B1	Activate	0	0.108982
miR-21	FAM230A	Activate	0	0.233345
miR-21	FAM69A	Activate	0	0.215481
miR-21	FBN1	Activate	0	7.550796
miR-21	FBRSL1	Activate	0	0.418966
miR-21	FHL3	Activate	0	0.005687
miR-21	FMNL1	Activate	0	0.566522
miR-21	FNDC1	Activate	0	0.613813
miR-21	FOXP1	Activate	0	0.000051
miR-21	FRMPD1	Activate	0	0.094713
miR-21	GAFA1	Activate	0	0.033350
miR-21	GAPT	Activate	0	0.328717
miR-21	GCN1L1	Activate	0	0.193911
miR-21	GIT2	Activate	0	0.016656
miR-21	GLT8D2	Activate	0	1.001288
miR-21	GNAI3	Activate	0	0.169814
miR-21	GOLGA8K	Activate	0	0.180178
miR-21	GPM6B	Activate	0	0.241946
miR-21	GPT2	Activate	0	0.014003
miR-21	GRIK5	Activate	0	0.358887
miR-21	GSG1	Activate	0	0.160688
miR-21	GUCA1B	Activate	0	0.083875
miR-21	GXYLT1	Activate	0	0.143946
miR-21	HCLS1	Activate	0	0.918125
miR-21	HCN4	Activate	0	0.021383
miR-21	HK1	Activate	0	0.949037
miR-21	HMGB4	Activate	0	0.483405
miR-21	HSPA5	Activate	0	0.431327
miR-21	HTRA3	Activate	0	0.794858
miR-21	IL17RE	Activate	0	0.999961
miR-21	IL1RAP	Activate	0	0.298213
miR-21	IL2RG	Activate	0	0.938475
miR-21	INTS6	Activate	0	0.013392
miR-21	IPMK	Activate	0	0.161433
miR-21	ITPR2	Activate	0	0.814655
miR-21	JAM3	Activate	0	0.792743
miR-21	JAZF1	Activate	0	0.195823
miR-21	KANK3	Activate	0	0.003670
miR-21	KANSL1	Activate	0	0.221789
miR-21	KAZN	Activate	0	0.445818
miR-21	KCNA6	Activate	0	0.297933
miR-21	KIAA1147	Activate	0	0.114450
miR-21	LEFTY2	Activate	0	1.022763
miR-21	LGALS7	Activate	0	0.560580
miR-21	LINC00493	Activate	0	0.897776
miR-21	LINGO1	Activate	0	0.175818
miR-21	LIPF	Activate	0	0.026780
miR-21	LNP1	Activate	0	0.266304
miR-21	LOC100128075	Activate	0	0.599224
miR-21	LOC100129275	Activate	0	0.286862
miR-21	LOC100129900	Activate	0	0.087375
miR-21	LOC100130357	Activate	0	0.067462
miR-21	LOC100288842	Activate	0	0.391009
miR-21	LOC100507209	Activate	0	0.247480
miR-21	LOC153811	Activate	0	0.908107
miR-21	LOC650293	Activate	0	0.167708
miR-21	LOC728392	Activate	0	0.353811
miR-21	LRRCC1	Activate	0	0.282164
miR-21	LSG1	Activate	0	0.380659
miR-21	MACF1	Activate	0	0.003300
miR-21	MAP1B	Activate	0	0.212696
miR-21	MAP6	Activate	0	0.786190
miR-21	MCEMP1	Activate	0	0.306343
miR-21	MDGA1	Activate	0	0.023202
miR-21	MGAT4C	Activate	0	0.229273
miR-21	MINPP1	Activate	0	0.043353
miR-21	MITF	Activate	0	0.622270
miR-21	MKL2	Activate	0	0.472397
miR-21	MOBP	Activate	0	0.006309
miR-21	MORF4L1	Activate	0	0.475231
miR-21	MPRIP	Activate	1	0.195962
miR-21	MRC2	Activate	0	0.041673
miR-21	MS4A1	Activate	0	0.258624
miR-21	MUC6	Activate	0	0.382898
miR-21	MYF5	Activate	0	0.184945
miR-21	MYLK	Activate	0	0.044103
miR-21	MYLK4	Activate	0	0.244141
miR-21	NBEAL1	Activate	0	0.390285
miR-21	NCKAP5	Activate	0	0.233331
miR-21	NEK1	Activate	1	0.934102
miR-21	NEUROD2	Activate	0	0.241548
miR-21	NOTCH1	Inhabit	0	-2.895200
miR-21	NPTN	Activate	1	0.168639
miR-21	NTN1	Activate	0	0.412226
miR-21	NUPL2	Activate	1	45.518332
miR-21	NXF1	Activate	0	0.204817
miR-21	OGFRL1	Activate	0	0.747435
miR-21	OR51G2	Activate	0	0.292813
miR-21	OR51I1	Activate	0	0.191661
miR-21	OR52K2	Activate	0	0.327032
miR-21	OSBP2	Activate	0	0.619363
miR-21	OSBPL5	Activate	0	0.019701
miR-21	OSGIN2	Activate	0	0.135842
miR-21	P2RX2	Activate	0	0.588342
miR-21	PAG1	Activate	1	0.771045
miR-21	PAK1	Activate	0	0.264176
miR-21	PANX1	Activate	0	0.413324
miR-21	PARD3B	Activate	0	0.460911
miR-21	PAXBP1	Activate	0	0.031162
miR-21	PBX3	Activate	0	0.136090
miR-21	PCOLCE2	Activate	0	0.358913
miR-21	PCSK6	Activate	1	0.447543
miR-21	PDE2A	Activate	0	0.675284
miR-21	PDE9A	Activate	0	0.853850
miR-21	PDIA3	Inhabit	0	-7.923392
miR-21	PHLDB2	Activate	0	0.101660
miR-21	PLCB2	Activate	0	0.366971
miR-21	PLEKHG4B	Activate	0	0.489433
miR-21	PLEKHH1	Activate	0	0.486936
miR-21	PLG	Activate	0	0.233088
miR-21	PLGLB1	Activate	0	0.268258
miR-21	PLP1	Activate	0	0.070420
miR-21	PLXDC1	Activate	0	0.794710
miR-21	PMEPA1	Activate	0	0.110404
miR-21	PODN	Activate	0	0.885735
miR-21	PPM1K	Activate	0	0.889237
miR-21	PPP1R21	Activate	0	0.371666
miR-21	PRICKLE2	Activate	1	0.812584
miR-21	PRKG1	Activate	1	1.052639
miR-21	PRMT2	Activate	0	0.487026
miR-21	PRO2012	Activate	0	0.183116
miR-21	PTGFRN	Activate	0	0.032808
miR-21	PTN	Activate	0	1.130080
miR-21	QKI	Activate	0	0.113274
miR-21	R3HDML	Activate	0	0.326617
miR-21	RAB33A	Activate	0	0.313206
miR-21	RABGAP1L	Inhabit	0	-2.795674
miR-21	RAD54L2	Activate	0	0.180521
miR-21	RALGPS2	Activate	1	0.259040
miR-21	RARB	Activate	0	0.025875
miR-21	REC8	Activate	0	0.190773
miR-21	RGS11	Activate	0	0.506690
miR-21	RGS14	Activate	0	0.465347
miR-21	RGS4	Activate	0	0.106572
miR-21	RIMS2	Activate	0	0.268065
miR-21	RNF103	Activate	1	0.593159
miR-21	RNF157	Activate	0	0.340724
miR-21	RNF34	Activate	0	0.280739
miR-21	ROCK2	Activate	0	0.534702
miR-21	RPS21	Activate	0	0.254957
miR-21	RQCD1	Activate	0	0.499792
miR-21	S100B	Activate	0	0.198690
miR-21	S1PR3	Activate	0	0.862258
miR-21	SACS	Activate	0	0.629983
miR-21	SAG	Activate	0	0.381100
miR-21	SCARA5	Activate	0	0.970886
miR-21	SCUBE2	Activate	0	0.309214
miR-21	SF3B3	Activate	0	0.024899
miR-21	SFT2D1	Activate	0	0.333128
miR-21	SFTPA1	Activate	0	0.094770
miR-21	SGCD	Activate	0	0.116340
miR-21	SHISA5	Activate	0	0.051132
miR-21	SHROOM1	Activate	0	0.358206
miR-21	SKIL	Activate	0	0.634931
miR-21	SLAIN1	Activate	0	0.339090
miR-21	SLC1A3	Activate	0	0.347762
miR-21	SLC22A1	Activate	0	0.320605
miR-21	SLC25A16	Activate	0	0.871573
miR-21	SLC25A53	Activate	0	0.372421
miR-21	SLC2A9	Activate	0	0.402009
miR-21	SLC32A1	Activate	0	0.365060
miR-21	SLC38A2	Activate	0	0.301102
miR-21	SLC38A6	Activate	0	1.014721
miR-21	SLC5A7	Activate	0	0.257325
miR-21	SLC7A7	Activate	0	0.107349
miR-21	SLC8B1	Activate	0	0.563981
miR-21	SLC9A9	Activate	0	0.070452
miR-21	SLMAP	Activate	1	0.706082
miR-21	SMOC2	Activate	0	1.043907
miR-21	SNTB1	Activate	0	0.248922
miR-21	SNX29	Activate	0	0.301771
miR-21	SORBS2	Activate	0	0.068955
miR-21	SOS1	Activate	0	0.684351
miR-21	SOX13	Activate	0	0.083914
miR-21	SOX5	Activate	1	0.085681
miR-21	SPOP	Activate	0	0.131462
miR-21	SPRR2D	Activate	0	0.271452
miR-21	SPTBN1	Activate	0	0.000000
miR-21	SRPK2	Activate	1	0.920699
miR-21	SSUH2	Activate	0	0.433231
miR-21	STAG2	Activate	1	0.445979
miR-21	STARD13	Activate	0	0.050267
miR-21	STAU2	Activate	0	0.527532
miR-21	STXBP5	Activate	1	0.652886
miR-21	SUSD5	Activate	0	0.359540
miR-21	SVIL	Activate	0	0.394520
miR-21	SYNGR1	Activate	0	0.182221
miR-21	SYNPO2	Activate	0	0.167214
miR-21	TAB3	Activate	0	0.357410
miR-21	TAF5L	Activate	0	0.399409
miR-21	TAS2R19	Activate	0	0.013768
miR-21	TBRG1	Activate	0	0.189441
miR-21	TCEANC	Activate	0	0.314909
miR-21	TCF7	Activate	0	0.372879
miR-21	TENM3	Activate	0	0.099029
miR-21	TEX101	Activate	0	0.249790
miR-21	TGFB3	Activate	0	0.662793
miR-21	THBS1	Activate	0	0.157090
miR-21	THEG	Activate	0	0.637822
miR-21	TIAM1	Activate	1	0.093747
miR-21	TIAM2	Activate	0	0.322500
miR-21	TMC4	Activate	0	0.161956
miR-21	TMEM229B	Activate	0	1.000842
miR-21	TMEM95	Activate	0	0.897730
miR-21	TMPRSS4	Activate	0	0.304334
miR-21	TNFRSF19	Activate	0	0.433836
miR-21	TNRC6A	Activate	0	0.483119
miR-21	TRAF5	Activate	0	0.342182
miR-21	TRIM50	Activate	0	0.116166
miR-21	TRMT44	Activate	0	0.927652
miR-21	TRPC6	Activate	0	0.492530
miR-21	TRPV3	Activate	0	0.299992
miR-21	TSPAN11	Activate	0	0.167386
miR-21	TSPO	Activate	1	0.629576
miR-21	TTC26	Activate	0	0.279761
miR-21	TTC3	Activate	0	0.905235
miR-21	TTLL7	Activate	0	0.049670
miR-21	TUBB2A	Activate	0	0.306586
miR-21	TULP4	Activate	0	0.255594
miR-21	TYW1	Activate	0	0.399044
miR-21	UGGT2	Activate	0	0.527752
miR-21	UNC80	Activate	0	0.897453
miR-21	USB1	Activate	0	0.400556
miR-21	USP6NL	Activate	0	0.266278
miR-21	VCP	Activate	0	0.135288
miR-21	VIPR1	Activate	0	0.111096
miR-21	WBP11	Activate	0	0.196319
miR-21	WDR86	Activate	0	0.114172
miR-21	WHAMMP3	Activate	0	0.250751
miR-21	XKR4	Activate	0	0.214584
miR-21	ZC2HC1B	Activate	0	0.324260
miR-21	ZCCHC14	Activate	0	0.468402
miR-21	ZDBF2	Activate	0	0.452075
miR-21	ZKSCAN2	Activate	0	0.405210
miR-21	ZMAT3	Activate	0	0.029152
miR-21	ZNF182	Activate	0	0.306850
miR-21	ZNF226	Activate	0	0.381897
miR-21	ZNF248	Activate	0	0.644829
miR-21	ZNF34	Activate	0	0.280465
miR-21	ZNF519	Activate	0	0.524661
miR-21	ZNF521	Activate	0	0.128123
miR-21	ZSCAN30	Activate	0	0.883928
miR-21	RELA	Activate	0	0.593270
miR-21	STAT3	Activate	1	0.611571
miR-21	STAT5A	Activate	0	0.201072
miR-21	STAT5B	Activate	0	0.047724
miR-126	ABCA9	Activate	0	1.432900
miR-126	ACBD7	Activate	0	1.878041
miR-126	ACER3	Activate	0	0.130464
miR-126	AHSP	Activate	0	0.132692
miR-126	ALDH1A1	Activate	0	0.024065
miR-126	AMMECR1	Activate	0	0.045109
miR-126	AMPD2	Activate	0	0.050513
miR-126	ANTXR2	Activate	0	1.455732
miR-126	APLP2	Activate	0	1.498384
miR-126	APPL2	Activate	0	0.003161
miR-126	ATP10B	Activate	0	1.428268
miR-126	ATP1A1	Activate	0	0.000250
miR-126	B4GALNT3	Activate	0	0.026325
miR-126	BAMBI	Activate	0	1.248050
miR-126	BNIP3L	Activate	0	7.157085
miR-126	C10ORF54	Activate	0	0.327791
miR-126	C11ORF24	Activate	0	0.135448
miR-126	C16ORF71	Activate	0	0.098629
miR-126	CA4	Activate	0	0.288414
miR-126	CAPZA1	Activate	0	0.142686
miR-126	CARD10	Activate	0	0.189642
miR-126	CCDC125	Activate	0	0.052380
miR-126	CCDC6	Activate	0	0.106788
miR-126	CDH13	Activate	0	0.167088
miR-126	CELF6	Activate	0	0.362108
miR-126	CHRM2	Activate	0	1.443000
miR-126	COL23A1	Activate	0	1.400142
miR-126	COL6A2	Activate	0	1.439443
miR-126	COL6A3	Activate	0	0.224051
miR-126	CTRB2	Activate	0	1.883108
miR-126	CXORF23	Activate	0	0.103297
miR-126	CYGB	Activate	0	10.863701
miR-126	CYP2B6	Activate	0	0.303229
miR-126	CYP7B1	Activate	0	0.027028
miR-126	DAAM2	Activate	0	0.292979
miR-126	DPF1	Activate	0	0.135869
miR-126	DPY19L1	Activate	0	0.013502
miR-126	DYNLT1	Activate	0	0.004291
miR-126	EFHD1	Activate	0	0.037727
miR-126	EIF4G3	Activate	0	0.077240
miR-126	EMILIN3	Activate	0	1.454052
miR-126	EPS15	Activate	0	0.806469
miR-126	FAM120C	Activate	0	0.031925
miR-126	FAM122B	Activate	0	0.068466
miR-126	FBN1	Inhabit	0	-6.940256
miR-126	FHL3	Activate	0	0.131352
miR-126	FOXP1	Activate	0	0.270275
miR-126	FSTL1	Activate	0	0.134341
miR-126	GAPT	Activate	0	0.174965
miR-126	GCN1L1	Activate	0	0.100352
miR-126	GRIK5	Activate	0	0.022499
miR-126	HCLS1	Activate	0	0.425803
miR-126	HCN4	Activate	0	0.086023
miR-126	HK1	Activate	0	0.418183
miR-126	HMGB4	Activate	0	0.042743
miR-126	HMGN1	Activate	0	0.488330
miR-126	IL17RE	Activate	0	0.155316
miR-126	IL2RG	Activate	0	0.428390
miR-126	INTS6	Activate	0	0.070445
