0	gene	DN	DN	DN	ctrl	ctrl	ctrl
3823	IGFBP7	13.72280753	13.97150763	14.4817679	15.03701494	15.03094727	15.3599314
3923	IMPDH1	10.67763156	9.974988112	11.13628625	11.49675393	11.37780701	11.86851392
3930	ING1	8.610655774	6.992088609	6.797012978	10.29519496	10.52952816	9.216988308
3974	IQGAP2	9.26185986	9.212009933	9.540999787	11.86283105	12.0505119	11.78236351
4010	ITGA3	11.54564024	11.46444365	12.05560443	13.25348558	13.02723217	13.40247917
4026	ITGB3	8.612868497	8.01402047	8.411369466	9.739105507	9.518325242	8.849665623
4029	ITGB5	11.95121185	11.82001936	10.99657941	12.91920785	12.64185983	13.24632495
4072	JRKL	5.587964989	7.062855655	6.855491443	7.327328083	8.586089166	7.923030298
4081	KANK1	9.286095656	9.720073211	9.148476582	11.15171424	11.38677862	10.98413359
4089	KAT7	10.47279236	10.83162394	9.824640581	11.1776064	11.55185243	11.11894107
4095	KBTBD11	9.181897643	9.093549613	8.532940288	11.30052416	11.26584942	10.97935374
